Cluster ID,Batch Size,nprobe,Retrieved Docs,Num Threads,Avg Retrieval Latency (s)
2,56,128,5,32,0.17909208059310913
2,64,128,5,32,0.1962135601043701
2,72,128,5,32,0.25531776666641237
2,80,128,5,32,0.2639495193958282
2,88,128,5,32,0.27257747888565065
2,96,128,5,32,0.2771062386035919
2,104,128,5,32,0.33157617211341855
2,112,128,5,32,0.33091485381126406
2,120,128,5,32,0.32965083837509157
2,128,128,5,32,0.3284560418128967
2,136,128,5,32,0.3726402676105499
2,144,128,5,32,0.3675307762622833
2,152,128,5,32,0.3659953701496124
2,160,128,5,32,0.3648869383335114
3,1,128,5,32,0.05477918148040772
3,2,128,5,32,0.05720327854156494
3,4,128,5,32,0.06168105006217957
3,8,128,5,32,0.06394385933876037
3,16,128,5,32,0.06811971306800842
3,24,128,5,32,0.0752816379070282
3,32,128,5,32,0.08999574184417725
3,40,128,5,32,0.14913400053977965
3,48,128,5,32,0.15390001654624938
3,56,128,5,32,0.15705590724945068
3,64,128,5,32,0.1646556258201599
3,72,128,5,32,0.21747437715530396
3,80,128,5,32,0.21765929460525513
3,88,128,5,32,0.21843158602714538
3,96,128,5,32,0.21998025178909303
3,104,128,5,32,0.26983955860137937
3,112,128,5,32,0.2730027866363525
3,120,128,5,32,0.27619393706321715
3,128,128,5,32,0.2805901563167572
3,136,128,5,32,0.3292496740818024
3,144,128,5,32,0.3379970157146454
3,152,128,5,32,0.35230630993843076
3,160,128,5,32,0.36307944893836974
4,1,128,5,32,0.05401564002037049
4,2,128,5,32,0.05609965205192566
4,4,128,5,32,0.05850349068641662
4,8,128,5,32,0.060980619192123414
4,16,128,5,32,0.06478364825248718
4,24,128,5,32,0.06773797273635865
4,32,128,5,32,0.07259524941444397
4,40,128,5,32,0.12592362403869628
4,48,128,5,32,0.1294583785533905
4,56,128,5,32,0.1330648910999298
4,64,128,5,32,0.13721564173698425
4,72,128,5,32,0.1888032054901123
4,80,128,5,32,0.19302653074264525
4,88,128,5,32,0.19675520658493043
4,96,128,5,32,0.20159951567649842
4,104,128,5,32,0.25158050894737244
4,112,128,5,32,0.25611456274986266
4,120,128,5,32,0.26085816860198974
4,128,128,5,32,0.26525720715522766
4,136,128,5,32,0.3159538960456848
4,144,128,5,32,0.3206920230388641
4,152,128,5,32,0.3242580652236938
4,160,128,5,32,0.3290450167655945
5,1,128,5,32,0.06749579548835755
5,2,128,5,32,0.07002738356590271
5,4,128,5,32,0.07567046046257019
5,8,128,5,32,0.07823116064071656
5,16,128,5,32,0.08293784856796264
5,24,128,5,32,0.09165906190872192
5,32,128,5,32,0.10904731392860413
5,40,128,5,32,0.18146273255348205
5,48,128,5,32,0.188788321018219
5,56,128,5,32,0.1982547175884247
5,64,128,5,32,0.21166051268577576
5,72,128,5,32,0.2820761597156525
5,80,128,5,32,0.2902466905117035
5,88,128,5,32,0.29947840809822085
5,96,128,5,32,0.31322750329971316
5,104,128,5,32,0.3815862059593201
5,112,128,5,32,0.3902480661869049
5,120,128,5,32,0.4006003439426422
5,128,128,5,32,0.4137198841571808
5,136,128,5,32,0.4825548684597015
5,144,128,5,32,0.4905255389213562
5,152,128,5,32,0.5013546943664551
5,160,128,5,32,0.5138114106655121
6,1,128,5,32,0.04849489092826843
6,2,128,5,32,0.05109134793281555
6,4,128,5,32,0.05465572953224182
6,8,128,5,32,0.05750902771949768
6,16,128,5,32,0.06101676940917969
6,24,128,5,32,0.06426220536231994
6,32,128,5,32,0.06882776737213135
6,40,128,5,32,0.11673079133033752
6,48,128,5,32,0.1208596408367157
6,56,128,5,32,0.12472272157669068
6,64,128,5,32,0.1296334135532379
6,72,128,5,32,0.17544602155685424
6,80,128,5,32,0.17979019165039062
6,88,128,5,32,0.18413240551948548
6,96,128,5,32,0.18919909596443177
6,104,128,5,32,0.23327680706977844
6,112,128,5,32,0.23834222793579102
6,120,128,5,32,0.24310770153999328
6,128,128,5,32,0.24829241275787353
6,136,128,5,32,0.2917303514480591
6,144,128,5,32,0.29773125171661374
6,152,128,5,32,0.3016835367679596
6,160,128,5,32,0.307795844078064
7,1,128,5,32,0.05089231610298157
7,2,128,5,32,0.05476522326469421
7,4,128,5,32,0.05788581252098084
7,8,128,5,32,0.06212610721588135
7,16,128,5,32,0.06935004353523254
7,24,128,5,32,0.07688190221786499
7,32,128,5,32,0.07960018873214722
7,40,128,5,32,0.12905480980873107
7,48,128,5,32,0.1363105034828186
7,56,128,5,32,0.14135143518447876
7,64,128,5,32,0.1468321204185486
7,72,128,5,32,0.185823233127594
7,80,128,5,32,0.19447766065597535
7,88,128,5,32,0.19533854246139526
7,96,128,5,32,0.19761250019073487
7,104,128,5,32,0.24315648913383484
7,112,128,5,32,0.24912165522575377
7,120,128,5,32,0.2541791749000549
7,128,128,5,32,0.25901774287223817
7,136,128,5,32,0.30399150371551514
7,144,128,5,32,0.3097710382938385
7,152,128,5,32,0.3157870066165924
7,160,128,5,32,0.3203171706199646
8,1,128,5,32,0.052692267894744876
8,2,128,5,32,0.055404351949691774
8,4,128,5,32,0.059694449901580814
8,8,128,5,32,0.06269870042800903
8,16,128,5,32,0.06812586188316345
8,24,128,5,32,0.07556759119033814
8,32,128,5,32,0.08565637826919556
8,40,128,5,32,0.1401783561706543
8,48,128,5,32,0.14167434930801392
8,56,128,5,32,0.1453868818283081
8,64,128,5,32,0.14792054176330566
8,72,128,5,32,0.1983106827735901
8,80,128,5,32,0.19929521918296814
8,88,128,5,32,0.2017510414123535
8,96,128,5,32,0.20641987085342406
8,104,128,5,32,0.25548820972442626
8,112,128,5,32,0.26133999943733216
8,120,128,5,32,0.26666510343551636
8,128,128,5,32,0.27174157500267027
8,136,128,5,32,0.31808257699012754
8,144,128,5,32,0.3284227216243744
8,152,128,5,32,0.33585926055908205
8,160,128,5,32,0.3444867444038391
9,1,128,5,32,0.048398923873901364
9,2,128,5,32,0.05059001922607422
9,4,128,5,32,0.05370175361633301
9,8,128,5,32,0.05692838549613952
9,16,128,5,32,0.060294435024261475
9,24,128,5,32,0.06380350589752197
9,32,128,5,32,0.06801810264587402
9,40,128,5,32,0.11534599661827087
9,48,128,5,32,0.12018082737922668
9,56,128,5,32,0.12430186629295349
9,64,128,5,32,0.12816813588142395
9,72,128,5,32,0.1741092646121979
9,80,128,5,32,0.17919230341911316
9,88,128,5,32,0.18290327310562135
9,96,128,5,32,0.18696928143501282
9,104,128,5,32,0.23081676483154298
9,112,128,5,32,0.2377578818798065
9,120,128,5,32,0.2417681658267975
9,128,128,5,32,0.2460099184513092
9,136,128,5,32,0.28901164650917055
9,144,128,5,32,0.2944401574134827
9,152,128,5,32,0.29892205238342284
9,160,128,5,32,0.3026338064670563
